text,sentiment
"part travelogue , part road picture , part meditation on class , mortality and intimacy , this extraordinary little movie might be the perfect harbinger of summer , as astute as it is steamy .",Subjective
"based on a true story , this is about the irish journalist veronica guerin ( cate blanchett ) , a reporter for the dublin sunday independent , who exposed some of dublin's most powerful crime barons and drug lords in 1996 .",Objective
it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,Subjective
"some , like the inmate philosopher , 451 , see the evil of their ways and repent , doing the best to keep their humanity .",Objective
"arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .",Subjective
the only threat mastermind thief charlie croker ( wahlberg ) never saw coming was a member of his own crew .,Objective
neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored .,Subjective
they are all confronted with the consequences of their selfish actions .,Objective
"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency .",Subjective
"a vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans , transforming victims who are unlucky enough to survive into reapers themselves .",Objective
"there are wonderful moments of humor , and demonstrations of humanity , strength , and the resilience of the human spirit .",Subjective
leela is a film based on the south asian-american experience .,Objective
"a lean , surprisingly artful programmer , closer in spirit to something like don siegel's riot in cell block 11 than to typical boxing fare .",Subjective
tough detective mike reilly collaborates with department of health associate terry huston to research these mysterious deaths .,Objective
"a heady , biting , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego .",Subjective
"sent away by her proud parents after she disgraced them by getting pregnant at 15 , desiree , like marly , pursued a career in show business .",Objective
those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,Subjective
"nicklas passes out , and the next day when he returns to school he notices that nobody seems to notice him .",Objective
hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .,Subjective
"haunted by the memories of war , he seeks a quiet life of farming , solitude and prayer .",Objective
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr . chips off the old block .,Subjective
"the stakes are high and the characters have to face their fears , their futures and their fellow grads as the game , and their lives , advance towards the climactic ending .",Objective
"a knowing look at female friendship , spiked with raw urban humor .",Subjective
"through simon , patricia strengthens her self-confidence to finally quit chicago .",Objective
one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,Subjective
"five years later "" the bride "" awakens from the coma the assassins left her in and heads out to seek bloody revenge .",Objective
it would take a complete moron to foul up a screen adaptation of oscar wilde's classic satire .,Subjective
"to do so , he decides to ape her behaviors , right down to wearing her fur coat to bed .",Objective
"almost as offensive as "" freddy got fingered . """,Subjective
"voyeurism is the order all around , as those who watch for pleasure and those paid to watch get more than bargained for when the operation&#237 ; s delicate balance of power is skewed by rebellion .",Objective
an incredibly clever and superbly paced caper filled with scams within scams within scams .,Subjective
"in the end , each must deal with the mysterious and , perhaps , scandalous reason their affair suddenly ended .",Objective
"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",Subjective
"when the professor turns up missing , one of his students , jake whitcomb , finds the professor's journal , inside of which is a copy of the map .",Objective
this is pretty dicey material . but some unexpected zigs and zags help .,Subjective
"ruth berman and connie kurtz first met in brooklyn in 1959 , both young married women raising their young children .",Objective
"first good , then bothersome . excellent acting and direction .",Subjective
"he initially flounders in his new world , before realizing that it takes more than talent to reach the top .",Objective
"cinephiles will appreciate the fine camerawork and overall mise-en-scene , but people just heading out for a popcorn pleaser will likely be disappointed .",Subjective
"as they struggle to get out of the country and fight to stay alive , they find a special love and compassion from which emerges their ultimate moral and spiritual redemption .",Objective
"for almost the first two-thirds of martin scorsese's 168-minute gangs of new york , i was entranced .",Subjective
"she is a very sweet girl , and they get along quite well with her .",Objective
"think 'glengarry glen ross' without the mamet dialogue , and that's kinda what you'll get here .",Subjective
"this is the story of "" johnny "" , a struggling blues musician estranged from both his family and the country roots he left behind .",Objective
"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother .",Subjective
"the news of the assault causes a public outcry against the mutants , including renewed support for the mutant registration act , and william stryker , a military leader rumored to have experimented on mutants ( possibly including wolverine ) , is among the most vocal supporters of the legislation .",Objective
me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .,Subjective
"but with tess's wedding coming on saturday , the two have to find a way to switch back - and fast .",Objective
"what madonna does here can't properly be called acting -- more accurately , it's moving and it's talking and it's occasionally gesturing , sometimes all at once .",Subjective
their love for each other is like a beacon in the storm .,Objective
[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .,Subjective
"joanna , a good-for-nothing girl who miserably failed in her attempt to win any television game show and contest , is hired by nino as his personal secretary , believing that she could be her lucky charm .",Objective
"all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that , really , we've been here , done that .",Subjective
now he's back in the park where he used to meet her . . .,Objective
"green dragon falls prey to some threadbare hollywood conventions , but otherwise maintains a high level of maturity and emotion as it examines the lives of vietnamese refugees entering america in 1975 .",Subjective
but fowler soon discovers cho cho is the only dog in the world who can speak to humans . . .,Objective
"[chaiken's] talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",Subjective
"vikrant wrongly implicates guru gulab in a very serious crime , which forces him to flee out of the india .",Objective
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,Subjective
"but when the substitute institutes some strange redefinitions of naughty and nice , putting christmas at risk , it's up to scott to return with a new bag of magic to try to save christmas .",Objective
it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,Subjective
"he - rugged , handsome , the independent outdoor type - is hitching a ride back to la and knows a good bet when he sees one .",Objective
"for all its plot twists , and some of them verge on the bizarre as the film winds down , blood work is a strong , character-oriented piece .",Subjective
"as the suspense builds toward a gripping climax , it soon becomes clear that the cia's old maxims are true : "" trust no one "" and "" nothing is what it seems . """,Objective
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight .",Subjective
"produced by chica luna productions , corporate dawgz is a comedic ode to white revolutionaries who understand that what they give up in privilege they gain tenfold in humanity .",Objective
the title's lameness should clue you in on how bad the movie is .,Subjective
the daughter is trying to get to know her unwilling mother .,Objective
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",Subjective
"aka is the story of a disaffected youth's search for love , status , and identity in late 1970s britain .",Objective
tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down .,Subjective
"with the help of their gay hairdresser ( pop star jordan chan ) and some friends inside the company , the girls become "" irresistibly "" beautiful , and secretly get rehire under new identities .",Objective
a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,Subjective
""" cold mountain "" tells the story of a wounded confederate soldier named inman ( jude law ) who struggles on a perilous journey to get back home to cold mountain , n . c . as well as to ada ( nicole kidman ) , the woman he left behind before going off to fight in the civil war .",Objective
a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .,Subjective
"ultimately , quinn rescues tasha from the hands of another assassin and takes her into his protection .",Objective
it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .,Subjective
"concerned that his son is going to embarrass him during his campaign to become the governor of california , brad's wealthy father and his campaign manager ( underwood ) , hire two juilliard-trained actors ( diggs and anderson ) to disguise themselves as "" real life gangstaz "" , and kidnap his son , dropping him off in the "" real hood "" in compton , in an effort to scare the ghettofied attitude and behavior out of him .",Objective
"fans of plympton's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",Subjective
""" it's amazing how one small thing can set off such an interesting chain of events . """,Objective
"it's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .",Subjective
"in a classic homage to chinese martial arts films , he is involved in intense hand to hand combat including sword fighting , guns , car chases , and other ingenious forms of fighting to mame and kill these tong members .",Objective
"fast-paced and wonderfully edited , the film is extremely thorough .",Subjective
"using their immense skills , max and charisse track rausch , a brilliant international arms dealer , around the globe .",Objective
"as a study of how the current corporate idiocy impacts one man's art , it's priceless .",Subjective
"meena , a 12-year-old living in a mining village in the english midlands in 1972 , is the daughter of indian parents who've come to england to give her a better life .",Objective
it's a terrific american sports movie and dennis quaid is its athletic heart .,Subjective
"jack black will play dewey finn , a depressed musician that was recently fired from his band .",Objective
a delightful entree in the tradition of food movies .,Subjective
"shaken , shae goes to check on her young daughter , sophie .",Objective
few films this year have been as resolute in their emotional nakedness .,Subjective
"reaching to break the wishbone , thomas thinks of his ultimate dream - to see the sexy neighbor naked .",Objective
it's as raw and action-packed an experience as a ringside seat at a tough-man contest .,Subjective
"set against the picturesque landscape of the mississippi delta in the 1940's , "" the rising place "" follows the close friendship of two young women , each of a different race , and their struggle to find purpose in their lives during this time of social injustice and world war .",Objective
it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,Subjective
"linked to her only by cell phone , the driver narrows in on her location in a desperate race against time and tide .",Objective
"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism .",Subjective
"guns , money , and a chance at paradise . . .",Objective
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .,Subjective
"now as a young scientist , he is researching healing technology using gamma radiation activated nanomeds .",Objective
"although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",Subjective
"based on the bram stoker award nominee short story by cult author joe r . lansdale , bubba ho-tep tells the "" true "" story of what really did become of elvis presley .",Objective
it's hard to believe that something so short could be so flabby .,Subjective
"it is quickly agreed however , that selling chocolates door to door , or fire powered potato guns to children , may be too complicated .",Objective
some may quibble that the 144-minute length accommodates at least one too many endings . but such quibbling will diminish in view of the film's overall impact .,Subjective
"what jones needs , however , is not to be cured - but to be accepted for what and who he is .",Objective
"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",Subjective
the story follows a visit to bobby by his mother .,Objective
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j .",Subjective
he wanted to make a difference - but nothing does at downview high .,Objective
fans can rejoice that mr . deeds is a close third behind happy gilmore and the wedding singer on sandler's list of quality credits .,Subjective
"when she decides to cancel her only holiday with tor and go on a self-development course with per instead , the passive bystander tor realises he's going to have to stand up and be a man .",Objective
"in imax in short , it's just as wonderful on the big screen .",Subjective
and too late for neil too - his wife jenny has already applied to adopt an african girl .,Objective
a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,Subjective
"in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech .",Objective
manages to please its intended audience -- children -- without placing their parents in a coma-like state .,Subjective
"the joy has gone out of phil's and penny's life , but when an unexpected tragedy occurs , they are brought together to rediscover their love .",Objective
the entire movie is in need of a scented bath .,Subjective
there's only one thing his cousin didn't tell him . . .,Objective
. . . an enjoyably frothy 'date movie' . . .,Subjective
"he meets sunny , an afghan immigrant hot dog vendor , whose son is a would-be rapper , among others , and falls for laila , a fashion designer who still carries the expectations of her traditional parents .",Objective
"so infectious , so colorful , so exhilarating , that you almost forget that at its core , it's merely a curry-inflected remake of father of the bride , with snippets of other films thrown in .",Subjective
soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own .,Objective
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated .",Subjective
"their rescue mission leads them to a disused lab , but what should have been a simple raid turns into a series of twisted and mind bending incidents where the free and the caged switch places , in this tormented psychological horror .",Objective
"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .",Subjective
"after returning home from a two week trial in chicago , rachel bishop ( rachel nord ) finds her sister emily bishop ( nancy walters ) missing .",Objective
by the final whistle you're convinced that this mean machine was a decent tv outing that just doesn't have big screen magic .,Subjective
on his journey he befriends slacker jimmy the fin ( peter sarsgaard ) and becomes involved in rescuing his neighbor colette ( debra kara unger ) from her own demons .,Objective
"although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",Subjective
and the rule of this race is to kill the other contestants to win the race ! ! !,Objective
"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .",Subjective
"tom is a charismatic late-night radio talk show host , whose unconventional upbringing has made him a little too quick to fall in love and marry , resulting in three divorces before the age of 40 .",Objective
"the early and middle passages are surprising in how much they engage and even touch us . this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . it's sort of in-between , and it works .",Subjective
"impressed by his extravagant lifestyle and prowess , his young son kilo yearns to follow in his footsteps .",Objective
too infuriatingly quirky and taken with its own style .,Subjective
"he dwells in a world of external night--but the blackness is filled with sounds and scents , tastes and textures that most cannot perceive .",Objective
"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc .",Subjective
"bret packard is rich , famous , good-looking , and set to win his fourth championship ring .",Objective
a somewhat soapish but nonetheless beautifully acted excoriation of religious piousness and blind allegiance to faith as a socially constructed institution .,Subjective
"the submarine's crew , led by the unyielding captain alexi vostrikov , races against time to prevent a chernobyl-like nuclear disaster which threatens not only the lives of his crew , but has the potential to ignite a world war between the super powers .",Objective
"cold , pretentious , thoroughly dislikable study in sociopathy .",Subjective
"faced with endless dead-end gigs and his own loss of passion for the music he once thought was his life , he finds himself returning home to the three generations of women that he left behind .",Objective
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,Subjective
"banks is a hit man , the best , usually working for latin american drug cartels .",Objective
even the hastily and amateurishly drawn animation cannot engage .,Subjective
"the company offered "" ice in an hour "" delivery and ice-related accessories , like tongs , buckets and gourmet ice .",Objective
if you dig on david mamet's mind tricks . . . rent this movie and enjoy !,Subjective
"they both get close to tun , a lonely youth with an unspecified illness .",Objective
"stuffy , full of itself , morally ambiguous and nothing to shout about .",Subjective
"with the recent release of full-length features like "" princess mononoke "" and the 2001 dvd release of the classic "" akira , "" japanese animation is fast becoming a leading force in the american entertainment industry .",Objective
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .",Subjective
"built in 1926 , the mansion resides on an indian burial ground and was the site of countless hangings at the hands of north georgia law enforcement , the kkk , and anyone else col . samuel tate wanted out of the way .",Objective
"remember the kind of movie we were hoping "" ecks vs . sever "" or "" xxx "" was going to be ? this is it .",Subjective
hank azaria and vincent d'onofrio also star as does screenwriter/comedienne heather morgan as the canine wife .,Objective
"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",Subjective
"with a single clue to their whereabouts and nothing to lose , he leaves to find 'his people' .",Objective
"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .",Subjective
"unexpectedly , the caustic loner befriends the girl only to see his life take another turn when she is kidnapped and later murdered .",Objective
check your brain and your secret agent decoder ring at the door because you don't want to think too much about what's going on . the movie does has some entertainment value - how much depends on how well you like chris rock .,Subjective
"daphne must attempt to fit in with the social requirements demanded of her , while also getting to know her father , dealing with his territorial other daughter , and maintaining her own self-identity .",Objective
"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out .",Subjective
character development is conveyed primarily through the combatants actions and the choices they make as they progress across their combat route .,Objective
"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",Subjective
"oscar's path to his true love is further crossed by diane , eve's best friend who , one night while wearing eve's borrowed perfumed scarf , offers him temporary comfort in an unconventional tryst .",Objective
turns out to be much more complex than the originally released gem .,Subjective
"in a town of good intentions , memorbale characters and nothing much to do , the truth has a way of catching up with you .",Objective
"in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",Subjective
"now ten years later , his hope in life now is to find line , an ideal woman lost in his imagination .",Objective
"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre .",Subjective
"in mid-1970s savannah , two bright but rebellious boys , francis doyle and tim sullivan , fight boredom , hormones and harsh teachers as they struggle to find something meaningful beyond the walls of their parish school .",Objective
"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",Subjective
"but their cultural difference further separates them as lando ( antonio aquitania ) , isabel's boyfriend , enters into the picture .",Objective
"a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it's based on true events somehow makes it all the more compelling .",Subjective
"despite the sympathetic overtures , rachel is convinced things aren't what they seem and suspects her baby has been abducted .",Objective
sayles . . . once again strands his superb performers in the same old story .,Subjective
"trouble comes when tom ex girlfriend reappears , asking for help , announcing him that she had a girl from him 9 years ago .",Objective
"an amusing , even joyful second take on e . b . white's beloved children's book .",Subjective
"majandra delfino plays iris , the sheriff's little sister , and much to his dismay , david's love interest .",Objective
"a vivid reminder of the true nature of chemistry between lovers , and the rarity with which we see it on the screen .",Subjective
"like an exotic , endangered species , these colorful cars roam around this island paradise trapped in a 1950's time warp .",Objective
"at the same time touching , funny and breathtaking .",Subjective
"bret owns a small but successful art gallery , balancing aesthetics and business deftly .",Objective
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",Subjective
dennis clegg is in his thirties and lives in a halfway house for the mentally ill in london .,Objective
a collage of clichés and a dim echo of allusions to other films .,Subjective
"mark spends his days at the paddy wagon , tending bar and hanging out with his childhood friend , otis .",Objective
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",Subjective
these camps were surrounded by barb wire and guard towers .,Objective
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,Subjective
little do they know but help is on the way and this friday will get freaky !,Objective
"in old-fashioned screenwriting parlance , ms . shreve's novel proved too difficult a text to 'lick , ' despite the efforts of a first-rate cast .",Subjective
the story is set against a relationship that forms between a runaway american teenage boy and a brazilian teenage girl who meet in the drug and gang controlled slums of rio de janeiro .,Objective
simone is not a bad film . it just doesn't have anything really interesting to say .,Subjective
"re-formed by a coded message to their web site , a group of animal rights activists set off to free an imprisoned colleague from a terrifying ordeal .",Objective
only a supremely flexible talent like kinnear could whittle away at crane's nuances and come up with thespian gold .,Subjective
"well , bruce nolan , played by jim carrey , gets that chance after he freaks out on live tv , is fired and is offered a new job by an unknown place .",Objective
you have enough finely tuned acting to compensate for the movie's failings .,Subjective
"connie sumner has a loving husband , a beautiful home , and a wonderful son , but she wants more .",Objective
"elegant and eloquent [meditation] on death and that most elusive of passions , love .",Subjective
"billy marries his high school sweet heart , janet and they soon have a son .",Objective
the film succeeds as an homage to human spirit in the most shattering of circumstances .,Subjective
meanwhile the kids find a stray dog who needs a home .,Objective
a polished and vastly entertaining caper film that puts the sting back into the con .,Subjective
the police have no clues nor suspects until nick and his colleague realize the killer is a giant octopus .,Objective
the cast fits very convincingly into the nightmarish landscape of a ravaged country .,Subjective
"his father , aglanar , was happy at his birth that he would have a strong and honorable son to carry on the traditions of the valley .",Objective
"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature -- a decent full-on space battle .",Subjective
"but as the roles get bigger , the competition gets stronger , the stakes get higher , and now with an undercover thespian cop on his trail , max must struggle with his ongoing road to success and the choices he's made .",Objective
the master of disguise falls under the category of 'should have been a sketch on saturday night live . ',Subjective
"with a court martial to keep visser and the germans distracted , mcnamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant , enlisting the unwitting help of young lt . tommy hart .",Objective
"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .",Subjective
"all or nothing is set on a london working-class housing estate over a long weekend , and also tells the stories of a range of phil and penny's neighbors , some of whom become involved in the family's lives , and all of whom experience an emotional journey .",Objective
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",Subjective
"will she get it , or will death get her first ?",Objective
"a sly female empowerment movie , although not in a way anyone would expect .",Subjective
"by the end , it becomes clear that the patient is the woman in the story and the narrator is her suitor .",Objective
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .,Subjective
but he doesn't plan on the long line of other houseguests that try to keep him from his mission .,Objective
"every single scene conveys a significant and concise narrative development , yet does so in an unassuming , patient fashion that emphasizes detail .",Subjective
"just before easter 2001 , a semi-trailer loaded with 40 , 000 bottles of beer crashed into the tweed river on the out skirts of the northern new south wales town of murwillumbah ( known as "" murbah "" to the locals ) .",Objective
"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",Subjective
"little does he know , he is investigating some of the biggest events of the star wars saga , as he finds out that there is a connection between the assassination attempts and a separtists movement led by a former jedi ( christopher lee ) against the republic .",Objective
"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another .",Subjective
"making matters worse , vince is having trouble discerning reality from memory .",Objective
"[cho's face is] an amazing slapstick instrument , creating a scrapbook of living mug shots .",Subjective
"when times are tough , peter discovers his next door neighbor might be the real santa claus .",Objective
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",Subjective
those who loved graham yesterday shouldn't count on today .,Objective
"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .",Subjective
"when eliza discovers that poachers in africa's serengeti desert plan to kill an elephant herd with an electrified fence , she and her chimpanzee friend darwin must somehow find a way to stop them .",Objective
a comedy that swings and jostles to the rhythms of life .,Subjective
"jim and michelle are getting married , and need to do it quickly because jim's grandmother is sick and wants to see jim walk down the aisle .",Objective
an immensely entertaining look at some of the unsung heroes of 20th century pop music .,Subjective
"in betsy , she finds a dark mirror of herself - a lonely , angry , complex woman whose own troubled past proves disturbingly close to her own .",Objective
"bold , imaginative , rational and persuasive an account of the lethally dangerous world we live in , the sum of all fears is an international spy drama with visceral impact .",Subjective
"on the way back from the bargain , mary nearly runs over a caped , winged figure , jerks the wheel and skids into the sidewalk .",Objective
we do get the distinct impression that this franchise is drawing to a close .,Subjective
these four will collide in a titanic battle to determine the fate of the world .,Objective
"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .",Subjective
"as obi-wan's investigations lead him to kamino , he finds a massive clone army being produced , with a bounty hunter - the last of the mandalorians - named jango fett as the master clone .",Objective
"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '",Subjective
"during janis' annual birthday outing , she and her friends board a tour bus to visit local clubs and bars .",Objective
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .",Subjective
a comedic short about a man flying through mexico who despite not speaking the language meets a pretty girl only to juggle his attention between her and the world's worst case of 'montezuma's revenge' .,Objective
"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",Subjective
however after his son is witness to a killing he has done mike sullivan finds him self on the run trying to save the life of his son and at the same time looking for revenge on those who wronged him .,Objective
"as shaky as the plot is , kaufman's script is still memorable for some great one-liners .",Subjective
"their assignment : using equal parts skill and humor , catch arnold gundars , one of the world's most successful illegal arms dealers , and foil his treacherous plans for the plane .",Objective
the balkans provide the obstacle course for the love of a good woman .,Subjective
it never hurts to have the aid of a mind-reading squirrel - too bad adam doesn't know any !,Objective
"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem .",Subjective
"he supports her completely , particularly as she begins to paint again .",Objective
dares to look conventional hollywood wisdom in the eye and refuses to blink,Subjective
"however when sex and greed rear-up between the good crims and the bad cops , the consequences are both bizarre and fatal .",Objective
it made me want to wrench my eyes out of my head and toss them at the screen .,Subjective
does the new all-girl group desert have anything to do with it ?,Objective
"originality ain't on the menu , but there's never a dull moment in the giant spider invasion comic chiller .",Subjective
and could going through with it destroy their marriages and friendships ?,Objective
laggard drama wending its way to an uninspired philosophical epiphany .,Subjective
"chotte wants to be medium , while medium wants to be bade and bade has nowhere to go except to hold on .",Objective
my wife is an actress works as well as it does because [the leads] are such a companionable couple .,Subjective
kissinger's story raises profound questions about american foreign policy and highlights a new era of human rights .,Objective
"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",Subjective
"set against the majestic landscape of canada's bay of fundy and the highest tides in the world , black swan is a dark comedy that weaves the innocent world of childhood , against the adult world of love , betrayal and murder .",Objective
"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",Subjective
the war of the ring has now begun . . .,Objective
a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,Subjective
"awaking , he meets manny , a mammoth who travels to the north , and decides to follow him .",Objective
""" sorority boys "" was funnier , and that movie was pretty bad .",Subjective
his new worldliness and ideas go over well with impoverished siblings madonna and silver brassaurd and the hopelessly na&#239 ; ve carrie .,Objective
"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",Subjective
"unaware of the events to come , they quickly discovered that dabbling with the element of time may have dire consequences .",Objective
"what would have otherwise been a routine nostalgic coming-of-ager takes on a new , innovative form .",Subjective
"they also talk about their professional and personal experiences , and describe the places they visit .",Objective
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone .,Subjective
"set in 1989 , during the historical week in which the berlin wall came tumbling down .",Objective
"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",Subjective
"during his tenure , he was responsible for such revolutionary films as the godfather , rosemary's baby , love story , the odd couple , harold and maude and chinatown .",Objective
"this little film is so slovenly done , so primitive in technique , that it can't really be called animation .",Subjective
"unaware that they're transporting a cache' of money , along with jimmy hoffa's finger ( street valued at $25 mil ) , they find themselves thwarting pursuers as they manipulate their way out west .",Objective
"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",Subjective
"when a shoulder injury ended his minor league pitching career twelve years ago , jim morris resorted to the next best thing : coaching .",Objective
"never again doesn't quite rise above the conventions it attempts to deconstruct , but at its center are two gifted actors who are more than willing to take chances .",Subjective
"he returns with his wife , mercedes , an argentinean he met in spain , and his two adolescent children , mateo and cayetana , born in the same country and forced into a land they know only throught the biased tales of their parents .",Objective
it says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense .,Subjective
we see the action of the book as we see kaufman struggle to adapt it into a movie .,Objective
""" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself , it has no sense of humor",Subjective
"arrested and imprisoned in a juvenile detention facility , leland comes in contact with an aspiring writer and prison teacher , pearl madison ( cheadle ) .",Objective
it's just plain bored .,Subjective
they quickly realize that the answer to their problems and the key to their happiness do not lie in achieving a perfect score .,Objective
an endearingly offbeat romantic comedy with a great meet-cute gimmick .,Subjective
things got out of hand and led to a tragic ending .,Objective
cube's charisma and chemistry compensate for corniness and cliche .,Subjective
"the dons have their own hierarchal manipulations - chotte baba ( jackie shroff ) , medium baba ( gulshan grover ) and bade baba ( amitabh bachchan ) .",Objective
"technically , the film is about as interesting as an insurance commercial .",Subjective
"nobody chooses to come here , this where they end up .",Objective
"this is lightweight filmmaking , to be sure , but it's pleasant enough -- and oozing with attractive men .",Subjective
"her stalker looks threatening but his manner seems to suggest that he is just a confused social outcast , trapped in an obsessive , repetitive rut that revolves around anna .",Objective
". . . unlikable , uninteresting , unfunny , and completely , utterly inept .",Subjective
"however , price discovers a life lesson he never thought possible in the mistaken identity comedy from raw dawg films .",Objective
"except for paymer as the boss who ultimately expresses empathy for bartleby's pain , the performances are so stylized as to be drained of human emotion .",Subjective
